filename,mfcc_mean_01,mfcc_std_01,mfcc_mean_02,mfcc_std_02,mfcc_mean_03,mfcc_std_03,mfcc_mean_04,mfcc_std_04,mfcc_mean_05,mfcc_std_05,mfcc_mean_06,mfcc_std_06,mfcc_mean_07,mfcc_std_07,mfcc_mean_08,mfcc_std_08,mfcc_mean_09,mfcc_std_09,rms_mean,rms_std,rms_max,rms_min,zcr_mean,zcr_std,zcr_max,zcr_min
testAudio.mp3,-430.7982482910156,69.2923812866211,109.6688232421875,53.21923065185547,17.7187442779541,33.503204345703125,25.381620407104492,23.804147720336914,19.99824333190918,19.748273849487305,19.231592178344727,16.39716339111328,5.08793830871582,14.677626609802246,10.586848258972168,10.98743724822998,3.5458855628967285,11.459759712219238,0.01854272559285164,0.015568017959594727,0.1988154649734497,0.0,0.03913149825222317,0.05289973508078382,0.416015625,0.0
